file,application_name,environment,repository_1_url,repository_1_name,repository_1_branch,repository_2_url,repository_2_name,repository_2_branch,sha256
sbom/APP-0001_Paiements-SEPA_preproduction_concertdef-2.0.0.json,Paiements-SEPA-preproduction,preproduction,https://git.example.local/integration/app-0001,app-0001-go,develop,https://git.example.local/integration/app-0001-worker,app-0001-go-worker,develop,9d27bfcc3b7680dd41b69a4b3be7a8cd0c239dfb3a0d66ac3bf453ccc09ce9d2
sbom/APP-0001_Paiements-SEPA_production_concertdef-2.0.0.json,Paiements-SEPA-production,production,https://git.example.local/integration/app-0001,app-0001-go,main,https://git.example.local/integration/app-0001-worker,app-0001-go-worker,main,b098844f125b3e8343bd89a814f47b10f58c68748fd319a7feaca49a6b2422d5
sbom/APP-0002_Portail-Client_preproduction_concertdef-2.0.0.json,Portail-Client-preproduction,preproduction,https://git.example.local/finance/app-0002,app-0002-python,develop,https://git.example.local/finance/app-0002-worker,app-0002-python-worker,develop,378597d66e0b0e65e8ef6c92c45f42777733dd0fa60035438a51e9a632ea35b1
sbom/APP-0002_Portail-Client_production_concertdef-2.0.0.json,Portail-Client-production,production,https://git.example.local/finance/app-0002,app-0002-python,main,https://git.example.local/finance/app-0002-worker,app-0002-python-worker,main,c10f72fee913c01af216698edad081d79f0d81cfd52a3db0d0b654072ec6b439
sbom/APP-0003_API-Sinistres_preproduction_concertdef-2.0.0.json,API-Sinistres-preproduction,preproduction,https://git.example.local/security/app-0003,app-0003-python,develop,https://git.example.local/security/app-0003-worker,app-0003-python-worker,develop,c59df289e1a3422e1a37f835ed916f2a0025c3cd2aae6743f187385cc8f3c6dd
sbom/APP-0003_API-Sinistres_production_concertdef-2.0.0.json,API-Sinistres-production,production,https://git.example.local/security/app-0003,app-0003-python,main,https://git.example.local/security/app-0003-worker,app-0003-python-worker,main,8d8075ee0f53c01229e57adeafa670fa1403a7c3cb54c299823d1df45d888465
sbom/APP-0004_Mobile-Banking_preproduction_concertdef-2.0.0.json,Mobile-Banking-preproduction,preproduction,https://git.example.local/claims/app-0004,app-0004-java,develop,https://git.example.local/claims/app-0004-worker,app-0004-java-worker,develop,b29563b287955b21826fed28784f064adb4531b030ff02978bba4b073d789c30
sbom/APP-0004_Mobile-Banking_production_concertdef-2.0.0.json,Mobile-Banking-production,production,https://git.example.local/claims/app-0004,app-0004-java,main,https://git.example.local/claims/app-0004-worker,app-0004-java-worker,main,27fe888ccfa5d7f016a81a319cf75d11b0b24a1576fd443ff7030351d46b2f49
sbom/APP-0005_Gestion-Contrats_preproduction_concertdef-2.0.0.json,Gestion-Contrats-preproduction,preproduction,https://git.example.local/claims/app-0005,app-0005-java,develop,https://git.example.local/claims/app-0005-worker,app-0005-java-worker,develop,e5b77f3b3144ecb740f2d3babfdc60486b4eee36f9c3ba649ecc8653f841e36f
sbom/APP-0005_Gestion-Contrats_production_concertdef-2.0.0.json,Gestion-Contrats-production,production,https://git.example.local/claims/app-0005,app-0005-java,main,https://git.example.local/claims/app-0005-worker,app-0005-java-worker,main,8b2bbd0542e7e6f2ad6fd68162c1c5d74952a97bd3c1a79b94c201007c065428
sbom/APP-0006_CRM-Conseillers_preproduction_concertdef-2.0.0.json,CRM-Conseillers-preproduction,preproduction,https://git.example.local/core-banking/app-0006,app-0006-python,develop,https://git.example.local/core-banking/app-0006-worker,app-0006-python-worker,develop,3c2cab899477a98d84709b5a1f923d4976e57762752f6489b4a5d7f8f5fcd6a5
sbom/APP-0006_CRM-Conseillers_production_concertdef-2.0.0.json,CRM-Conseillers-production,production,https://git.example.local/core-banking/app-0006,app-0006-python,main,https://git.example.local/core-banking/app-0006-worker,app-0006-python-worker,main,3514e1ca60d323705791ce2b8ea861381c74c80c39ecc2b263b0191fa83b0c05
sbom/APP-0007_Facturation_preproduction_concertdef-2.0.0.json,Facturation-preproduction,preproduction,https://git.example.local/data/app-0007,app-0007-go,develop,https://git.example.local/data/app-0007-worker,app-0007-go-worker,develop,7f3ea884a701ea86cd01feb80c9413e41c0c78a702bccf89ee9873eb021899e8
sbom/APP-0007_Facturation_production_concertdef-2.0.0.json,Facturation-production,production,https://git.example.local/data/app-0007,app-0007-go,main,https://git.example.local/data/app-0007-worker,app-0007-go-worker,main,a61f69ead34416203527b7a615bfca0fbe7ac3180f8f50e923cb30cea891cd1e
sbom/APP-0008_Data-Hub_preproduction_concertdef-2.0.0.json,Data-Hub-preproduction,preproduction,https://git.example.local/security/app-0008,app-0008-java,develop,https://git.example.local/security/app-0008-worker,app-0008-java-worker,develop,c18ff3e7840b4c7af984a26372ffdaa68414cca95f5294e198d26e709e947283
sbom/APP-0008_Data-Hub_production_concertdef-2.0.0.json,Data-Hub-production,production,https://git.example.local/security/app-0008,app-0008-java,main,https://git.example.local/security/app-0008-worker,app-0008-java-worker,main,8ed0c585f6ce886f87f8d21c5d75a923d3af59fb4e8e4558659702792c36f0af
sbom/APP-0009_IAM-Gateway_preproduction_concertdef-2.0.0.json,IAM-Gateway-preproduction,preproduction,https://git.example.local/payments/app-0009,app-0009-python,develop,https://git.example.local/payments/app-0009-worker,app-0009-python-worker,develop,ca31dd55841ae45cc81c02d3f5090d8fe56483f917ce65233256c3a881ecd1a6
sbom/APP-0009_IAM-Gateway_production_concertdef-2.0.0.json,IAM-Gateway-production,production,https://git.example.local/payments/app-0009,app-0009-python,main,https://git.example.local/payments/app-0009-worker,app-0009-python-worker,main,01de05315224e56e3202bf614b74ee300b8a942d01d233eb7fc3f5a804cea37b
sbom/APP-0010_GED_preproduction_concertdef-2.0.0.json,GED-preproduction,preproduction,https://git.example.local/integration/app-0010,app-0010-java,develop,https://git.example.local/integration/app-0010-worker,app-0010-java-worker,develop,e3ce7a278f049c4d756cc1d8b52ac7778ca001f4f2901e23805e7e640ecb88bc
sbom/APP-0010_GED_production_concertdef-2.0.0.json,GED-production,production,https://git.example.local/integration/app-0010,app-0010-java,main,https://git.example.local/integration/app-0010-worker,app-0010-java-worker,main,a7b256537387d111bbceeca0ba1e46a9c1fa53111dde4a3cb1873807d83569aa
sbom/APP-0011_Notification-Service_preproduction_concertdef-2.0.0.json,Notification-Service-preproduction,preproduction,https://git.example.local/data/app-0011,app-0011-python,develop,https://git.example.local/data/app-0011-worker,app-0011-python-worker,develop,ae2ad1fc0e635662604dfca629d5aa7ca1af6778e59826e5dcc71895ef023dcb
sbom/APP-0011_Notification-Service_production_concertdef-2.0.0.json,Notification-Service-production,production,https://git.example.local/data/app-0011,app-0011-python,main,https://git.example.local/data/app-0011-worker,app-0011-python-worker,main,e507becdbef9d7d551458befab820ba51acce4d47877b283a93f3d5409f723d0
sbom/APP-0012_Tarification_preproduction_concertdef-2.0.0.json,Tarification-preproduction,preproduction,https://git.example.local/integration/app-0012,app-0012-javascript,develop,https://git.example.local/integration/app-0012-worker,app-0012-javascript-worker,develop,98c68a27d01409dedb4a3e0dfc0ae86a48aafc4f7d75e81f7fe8115171a8f3ef
sbom/APP-0012_Tarification_production_concertdef-2.0.0.json,Tarification-production,production,https://git.example.local/integration/app-0012,app-0012-javascript,main,https://git.example.local/integration/app-0012-worker,app-0012-javascript-worker,main,9c3d7c729f037e305564a42cf0021c7d011dcd95604f1d2c58346595b6448855
sbom/APP-0013_Fraude-Temps-Reel_preproduction_concertdef-2.0.0.json,Fraude-Temps-Reel-preproduction,preproduction,https://git.example.local/claims/app-0013,app-0013-python,develop,https://git.example.local/claims/app-0013-worker,app-0013-python-worker,develop,c9d7f7128576c26ad85368b9cf5921798960e3fa49c071a6bbe0ae5a60bcc8d4
sbom/APP-0013_Fraude-Temps-Reel_production_concertdef-2.0.0.json,Fraude-Temps-Reel-production,production,https://git.example.local/claims/app-0013,app-0013-python,main,https://git.example.local/claims/app-0013-worker,app-0013-python-worker,main,628ca0c679e91d447a15d7e80eee2636adaf47d340ec002850caf7929bcdc223
sbom/APP-0014_Referentiel-Client_preproduction_concertdef-2.0.0.json,Referentiel-Client-preproduction,preproduction,https://git.example.local/finance/app-0014,app-0014-python,develop,https://git.example.local/finance/app-0014-worker,app-0014-python-worker,develop,8440246e98ff9da32f7b73e4107aabcdd53fea7424ae73742851c39df546a8f1
sbom/APP-0014_Referentiel-Client_production_concertdef-2.0.0.json,Referentiel-Client-production,production,https://git.example.local/finance/app-0014,app-0014-python,main,https://git.example.local/finance/app-0014-worker,app-0014-python-worker,main,f5c39eb81a489a951d9bb5ac8a7c090d42181b52d6f8f39d312a9b33c5773a37
sbom/APP-0015_Comptabilite_preproduction_concertdef-2.0.0.json,Comptabilite-preproduction,preproduction,https://git.example.local/payments/app-0015,app-0015-python,develop,https://git.example.local/payments/app-0015-worker,app-0015-python-worker,develop,8bede10e94fc1e993ab073f52a4190d2b6e6db8e00f101d7443ce503188c26b5
sbom/APP-0015_Comptabilite_production_concertdef-2.0.0.json,Comptabilite-production,production,https://git.example.local/payments/app-0015,app-0015-python,main,https://git.example.local/payments/app-0015-worker,app-0015-python-worker,main,1ab2d24556ff3adacbf2af223196cf256e7110ff90d6233b7109a2ad7d665112
sbom/APP-0016_Reporting-Reglementaire_preproduction_concertdef-2.0.0.json,Reporting-Reglementaire-preproduction,preproduction,https://git.example.local/finance/app-0016,app-0016-go,develop,https://git.example.local/finance/app-0016-worker,app-0016-go-worker,develop,b1ffa22336d3403740de650350c163f893ad85a7c3c01812bafcac4711bd1f46
sbom/APP-0016_Reporting-Reglementaire_production_concertdef-2.0.0.json,Reporting-Reglementaire-production,production,https://git.example.local/finance/app-0016,app-0016-go,main,https://git.example.local/finance/app-0016-worker,app-0016-go-worker,main,d6946ae4340b13fe4b9e67dbe7ac95dc384e296c3afd384664d6ac7e171860a4
sbom/APP-0017_Open-Banking-API_preproduction_concertdef-2.0.0.json,Open-Banking-API-preproduction,preproduction,https://git.example.local/integration/app-0017,app-0017-java,develop,https://git.example.local/integration/app-0017-worker,app-0017-java-worker,develop,450be430ed440ea99caa22832f89e074e4e433650a13da4401ed84e4944a8af6
sbom/APP-0017_Open-Banking-API_production_concertdef-2.0.0.json,Open-Banking-API-production,production,https://git.example.local/integration/app-0017,app-0017-java,main,https://git.example.local/integration/app-0017-worker,app-0017-java-worker,main,b4affd8ac3fd909fd3ec5f744763bddef7a5144607e61e3c0ed25811080f7e9f
sbom/APP-0018_Batch-Reconciliation_preproduction_concertdef-2.0.0.json,Batch-Reconciliation-preproduction,preproduction,https://git.example.local/integration/app-0018,app-0018-java,develop,https://git.example.local/integration/app-0018-worker,app-0018-java-worker,develop,903c0d5be5ed404ad75f0fb7114ee132915d9fed26fdee7442311e0e260d6e3b
sbom/APP-0018_Batch-Reconciliation_production_concertdef-2.0.0.json,Batch-Reconciliation-production,production,https://git.example.local/integration/app-0018,app-0018-java,main,https://git.example.local/integration/app-0018-worker,app-0018-java-worker,main,0498931f9aa7d3e3e3a3dae34a0bdc66e7f019650707f842280a683c72c31e6d
sbom/APP-0019_KYC-Service_preproduction_concertdef-2.0.0.json,KYC-Service-preproduction,preproduction,https://git.example.local/data/app-0019,app-0019-go,develop,https://git.example.local/data/app-0019-worker,app-0019-go-worker,develop,ae2c99bae9940c6f68c42e86a3b2bf2e7c1aa0b5f12d73e59fa1fd83164c2e5f
sbom/APP-0019_KYC-Service_production_concertdef-2.0.0.json,KYC-Service-production,production,https://git.example.local/data/app-0019,app-0019-go,main,https://git.example.local/data/app-0019-worker,app-0019-go-worker,main,da4cecfdab19e3f35ece1c97a1d8fb65adc3c46b547910263e50c385424b0b54
sbom/APP-0020_Document-Signature_preproduction_concertdef-2.0.0.json,Document-Signature-preproduction,preproduction,https://git.example.local/claims/app-0020,app-0020-javascript,develop,https://git.example.local/claims/app-0020-worker,app-0020-javascript-worker,develop,22e045b4870d8b949db9b249bd108f71d27ba9d4b93810c62e198f432c12934a
sbom/APP-0020_Document-Signature_production_concertdef-2.0.0.json,Document-Signature-production,production,https://git.example.local/claims/app-0020,app-0020-javascript,main,https://git.example.local/claims/app-0020-worker,app-0020-javascript-worker,main,ce47411aac1a56c752564cda79691a6e3fff191f088493cddf92f9aa555a2e62
sbom/APP-0021_Claims-Portal_preproduction_concertdef-2.0.0.json,Claims-Portal-preproduction,preproduction,https://git.example.local/payments/app-0021,app-0021-go,develop,https://git.example.local/payments/app-0021-worker,app-0021-go-worker,develop,9fa969687d735e1a075c5746cebc4f2e485c7ef9ec4e3986e7060c3fa390d8be
sbom/APP-0021_Claims-Portal_production_concertdef-2.0.0.json,Claims-Portal-production,production,https://git.example.local/payments/app-0021,app-0021-go,main,https://git.example.local/payments/app-0021-worker,app-0021-go-worker,main,921d11e5eeea050573a95cb5e483addee690a0bb3a6d260e46f8d82388267355
sbom/APP-0022_Partner-Gateway_preproduction_concertdef-2.0.0.json,Partner-Gateway-preproduction,preproduction,https://git.example.local/claims/app-0022,app-0022-javascript,develop,https://git.example.local/claims/app-0022-worker,app-0022-javascript-worker,develop,2772ddbdcb88e54cc7582e23acb9864c6530c8b4d8d7982a0e6f1a3a128824cd
sbom/APP-0022_Partner-Gateway_production_concertdef-2.0.0.json,Partner-Gateway-production,production,https://git.example.local/claims/app-0022,app-0022-javascript,main,https://git.example.local/claims/app-0022-worker,app-0022-javascript-worker,main,0e16956509d9db2427ddf6202e30f3bf006fbdbae9cdab2535b6ffc37134454a
sbom/APP-0023_Treasury_preproduction_concertdef-2.0.0.json,Treasury-preproduction,preproduction,https://git.example.local/core-banking/app-0023,app-0023-python,develop,https://git.example.local/core-banking/app-0023-worker,app-0023-python-worker,develop,7292aa12b43ac8ac2dd4eb860e5d36d686fa0a5ea2c8a182a3b24c5a0580fa42
sbom/APP-0023_Treasury_production_concertdef-2.0.0.json,Treasury-production,production,https://git.example.local/core-banking/app-0023,app-0023-python,main,https://git.example.local/core-banking/app-0023-worker,app-0023-python-worker,main,c5b2bd2e21cba58966bd471e325896b996324124f9f063ca76cb8c2f11deffba
sbom/APP-0024_Risk-Engine_preproduction_concertdef-2.0.0.json,Risk-Engine-preproduction,preproduction,https://git.example.local/digital/app-0024,app-0024-java,develop,https://git.example.local/digital/app-0024-worker,app-0024-java-worker,develop,06cea340b784b1c491cc0a8f9d7b9a8a1b1b8823844785ec0d88f3e7e05ed0cf
sbom/APP-0024_Risk-Engine_production_concertdef-2.0.0.json,Risk-Engine-production,production,https://git.example.local/digital/app-0024,app-0024-java,main,https://git.example.local/digital/app-0024-worker,app-0024-java-worker,main,e5fcb4c671814de6899cd03f44c799d8a60c071186eb5b48fc4f2d121d0f2967
sbom/APP-0025_Customer-360_preproduction_concertdef-2.0.0.json,Customer-360-preproduction,preproduction,https://git.example.local/integration/app-0025,app-0025-python,develop,https://git.example.local/integration/app-0025-worker,app-0025-python-worker,develop,7c66802ca1d6c141ca18e325eefbb461a864f3bf3977eb6df18146231fe167da
sbom/APP-0025_Customer-360_production_concertdef-2.0.0.json,Customer-360-production,production,https://git.example.local/integration/app-0025,app-0025-python,main,https://git.example.local/integration/app-0025-worker,app-0025-python-worker,main,d4329a0035fbf5e019c494d9daaf01269e7cb8a41ca1b91fe486265a5d046140
sbom/APP-0026_Consent-Management_preproduction_concertdef-2.0.0.json,Consent-Management-preproduction,preproduction,https://git.example.local/claims/app-0026,app-0026-javascript,develop,https://git.example.local/claims/app-0026-worker,app-0026-javascript-worker,develop,947cfc1760bd9aafc4b164c4f8a890fc6e499dca9014a24c9f4ea6b65e177e36
sbom/APP-0026_Consent-Management_production_concertdef-2.0.0.json,Consent-Management-production,production,https://git.example.local/claims/app-0026,app-0026-javascript,main,https://git.example.local/claims/app-0026-worker,app-0026-javascript-worker,main,50773794af0684e171f95211707e041c344110380395ef81481c9e49816cd743
sbom/APP-0027_Archive-Service_preproduction_concertdef-2.0.0.json,Archive-Service-preproduction,preproduction,https://git.example.local/data/app-0027,app-0027-go,develop,https://git.example.local/data/app-0027-worker,app-0027-go-worker,develop,2ee482f4f1d4b15aab0ed2b4bb8e6c870345563424033c5ee607a6c6cad2e481
sbom/APP-0027_Archive-Service_production_concertdef-2.0.0.json,Archive-Service-production,production,https://git.example.local/data/app-0027,app-0027-go,main,https://git.example.local/data/app-0027-worker,app-0027-go-worker,main,f83b6e1d75a9b870ab8dc0c6824a4f0f6452e6bdbbae6c7980b3dd74f9da1933
sbom/APP-0028_Marketing-Automation_preproduction_concertdef-2.0.0.json,Marketing-Automation-preproduction,preproduction,https://git.example.local/core-banking/app-0028,app-0028-python,develop,https://git.example.local/core-banking/app-0028-worker,app-0028-python-worker,develop,a58a0f52c6c27f7c644ba431e473370abca587a7c3b6a1d893b6d921198badec
